2021-10-22T11:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T12:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T13:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T14:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T15:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T16:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T17:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T18:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T19:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T20:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T21:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T22:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-22T23:00:00Z,0,0,118.39,0,15.34,9.89,0,0,NA
2021-10-23T00:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T01:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T02:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T03:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T04:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T05:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T06:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T07:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T08:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T09:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T10:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T11:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T12:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T13:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T14:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T15:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T16:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T17:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T18:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T19:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T20:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T21:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T22:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-23T23:00:00Z,0,0,116.17,0,14.36,9.89,0,0,NA
2021-10-24T00:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T01:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T02:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T03:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T04:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T05:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T06:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T07:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T08:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T09:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T10:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T11:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T12:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T13:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T14:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T15:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T16:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T17:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T18:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T19:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T20:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T21:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T22:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-24T23:00:00Z,0,0,122.71,0,15.12,9.89,0,0,NA
2021-10-25T00:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T01:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T02:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T03:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T04:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T05:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T06:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T07:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T08:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T09:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T10:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T11:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T12:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T13:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T14:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T15:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T16:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T17:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T18:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T19:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T20:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T21:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T22:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-25T23:00:00Z,0,0,122.74,0,14.76,9.89,0,0,NA
2021-10-26T00:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T01:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T02:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T03:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T04:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T05:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T06:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T07:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T08:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T09:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T10:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T11:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T12:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T13:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T14:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T15:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T16:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T17:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T18:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T19:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T20:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T21:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T22:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-26T23:00:00Z,0,0,0,0,0,0,0,0,0
2021-10-27T00:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T01:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T02:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T03:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T04:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T05:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T06:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T07:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T08:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T09:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T10:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T11:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T12:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T13:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T14:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T15:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T16:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T17:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T18:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T19:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T20:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T21:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T22:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-27T23:00:00Z,0,0,124.45,0,13.91,9.89,0,0,NA
2021-10-28T00:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T01:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T02:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T03:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T04:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T05:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T06:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T07:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T08:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T09:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T10:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T11:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T12:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T13:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T14:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T15:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T16:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T17:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T18:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T19:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T20:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T21:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T22:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-28T23:00:00Z,108.38,0,122.89,0,14.5,9.89,71.61,0,NA
2021-10-29T00:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T01:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T02:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T03:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T04:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T05:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T06:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T07:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T08:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T09:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T10:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T11:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T12:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T13:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T14:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T15:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T16:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T17:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T18:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T19:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T20:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T21:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T22:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-29T23:00:00Z,110.62,0,115.27,0,14.73,9.89,71.61,0,NA
2021-10-30T00:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T01:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T02:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T03:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T04:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T05:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T06:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T07:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T08:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T09:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T10:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T11:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T12:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T13:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T14:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T15:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T16:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T17:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T18:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T19:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T20:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T21:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T22:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-30T23:00:00Z,115.69,126.29,113.34,0,14.86,9.89,71.61,40.23,NA
2021-10-31T00:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T01:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T02:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T03:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T04:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T05:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T06:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T07:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T08:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T09:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T10:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T11:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T12:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T13:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T14:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T15:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T16:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T17:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T18:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T19:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T20:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T21:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T22:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-10-31T23:00:00Z,96.45,120.42,115.87,0,11.92,9.89,71.61,40.23,NA
2021-11-01T00:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T01:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T02:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T03:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T04:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T05:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T06:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T07:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T08:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T09:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T10:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T11:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T12:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T13:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T14:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T15:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T16:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T17:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T18:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T19:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T20:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T21:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T22:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-01T23:00:00Z,89.4,114.31,116.52,0,11.26,9.89,71.61,40.23,NA
2021-11-02T00:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T01:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T02:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T03:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T04:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T05:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T06:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T07:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T08:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T09:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T10:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T11:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T12:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T13:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T14:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T15:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T16:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T17:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T18:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T19:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T20:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T21:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T22:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-02T23:00:00Z,94.17,114.88,115.96,0,11.99,9.89,71.61,40.23,NA
2021-11-03T00:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T01:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T02:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T03:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T04:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T05:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T06:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T07:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T08:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T09:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T10:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T11:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T12:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T13:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T14:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T15:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T16:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T17:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T18:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T19:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T20:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T21:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T22:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-03T23:00:00Z,90.19,113.95,117.05,0,11.43,9.89,71.61,40.23,NA
2021-11-04T00:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T01:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T02:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T03:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T04:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T05:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T06:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T07:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T08:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T09:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T10:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T11:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T12:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T13:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T14:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T15:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T16:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T17:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T18:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
2021-11-04T19:00:00Z,92.59,115.09,116.44,0,11.82,9.89,71.61,40.23,NA
